,order_id,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,profit,discount,order_date,ship_date
283,CA-2014-159310,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10002758_0,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",683.144,4,0.0,0.3,2014-11-07,2014-11-12
284,CA-2014-159338,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,90049,West,FUR-TA-10004147_0,Furniture,Tables,Hon 4060 Series Tables,447.84,5,11.196,0.2,2014-06-25,2014-06-28
285,CA-2014-159478,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000221_0,Furniture,Furnishings,"Master Caster Door Stop, Brown",15.24,3,5.1816,0.0,2014-09-30,2014-10-06
286,CA-2014-159520,GT-14635,Grant Thornton,Corporate,United States,Long Beach,New York,11561,East,FUR-TA-10003238_0,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.764,3,-347.1174,0.4,2014-06-06,2014-06-11
287,CA-2014-159814,LP-17080,Liz Pelletier,Consumer,United States,Tucson,Arizona,85705,West,FUR-FU-10001731_0,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,4.272,2,0.9612,0.2,2014-06-24,2014-06-28
288,CA-2014-159835,RB-19330,Randy Bradley,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10004997_0,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,657.93,5,-93.99,0.3,2014-11-17,2014-11-24
289,CA-2014-160157,MH-17455,Mark Hamilton,Consumer,United States,Hamilton,Ohio,45011,East,FUR-FU-10003773_0,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,190.848,3,-21.4704,0.2,2014-12-20,2014-12-27
290,CA-2014-160262,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031,West,FUR-FU-10002685_0,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",37.4,2,14.212,0.0,2014-06-09,2014-06-13
291,CA-2014-160276,AH-10690,Anna Hberlin,Corporate,United States,Virginia Beach,Virginia,23464,South,FUR-FU-10003192_0,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,177.68,2,46.1968,0.0,2014-04-02,2014-04-08
292,CA-2014-160766,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,FUR-TA-10001039_0,Furniture,Tables,KI Adjustable-Height Table,464.292,9,-108.3348,0.4,2014-09-14,2014-09-14
293,CA-2014-161032,MK-17905,Michael Kennedy,Corporate,United States,Franklin,Wisconsin,53132,Central,FUR-CH-10001482_0,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,43.2234,0.0,2014-11-18,2014-11-23
294,CA-2014-161508,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,77573,Central,FUR-CH-10002126_0,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,512.358,3,-14.6388,0.3,2014-07-12,2014-07-16
295,CA-2014-162089,MP-17470,Mark Packer,Home Office,United States,Brownsville,Texas,78521,Central,FUR-CH-10002304_0,Furniture,Chairs,"Global Stack Chair without Arms, Black",127.302,7,-9.093,0.3,2014-03-30,2014-04-01
296,CA-2014-162278,AH-10585,Angele Hood,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10000448_0,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,63.92,4,3.196,0.0,2014-10-26,2014-10-30
297,CA-2014-162866,Co-12640,Corey-Lock,Consumer,United States,Skokie,Illinois,60076,Central,FUR-FU-10001473_0,Furniture,Furnishings,DAX Wood Document Frame,32.952,6,-19.7712,0.6,2014-12-27,2014-12-31
298,CA-2014-163412,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10035,East,FUR-CH-10004875_0,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,192.186,3,36.3018,0.1,2014-12-20,2014-12-23
299,CA-2014-163419,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027,West,FUR-CH-10000665_0,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",603.92,5,75.49,0.2,2014-11-11,2014-11-14
300,CA-2014-163447,TB-21190,Thomas Brumley,Home Office,United States,New York City,New York,10011,East,FUR-CH-10004477_0,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",767.214,14,161.9674,0.1,2014-12-27,2014-12-31
301,CA-2014-163468,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,FUR-BO-10003546_0,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,424.116,6,-30.294,0.3,2014-11-18,2014-11-21
302,CA-2014-163468,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,FUR-FU-10001546_0,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,2,-7.476,0.6,2014-11-18,2014-11-21
303,CA-2014-163468,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,FUR-TA-10002533_0,Furniture,Tables,BPI Conference Tables,292.1,4,-175.26,0.5,2014-11-18,2014-11-21
304,CA-2014-163552,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-CH-10003379_0,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,3,213.735,0.0,2014-07-11,2014-07-15
305,CA-2014-163552,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-FU-10000629_0,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,124.11,9,52.1262,0.0,2014-07-11,2014-07-15
306,CA-2014-163867,RE-19450,Richard Eichhorn,Consumer,United States,Decatur,Illinois,62521,Central,FUR-FU-10001475_0,Furniture,Furnishings,"Contract Clock, 14"", Brown",61.544,7,-40.0036,0.6,2014-06-03,2014-06-06
307,CA-2014-164182,ST-20530,Shui Tom,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001057_0,Furniture,Furnishings,Tensor Track Tree Floor Lamp,31.984,2,1.1994,0.2,2014-07-14,2014-07-18
308,CA-2014-164210,PW-19240,Pierre Wener,Consumer,United States,Louisville,Colorado,80027,West,FUR-TA-10000849_0,Furniture,Tables,Bevis Rectangular Conference Tables,145.98,2,-99.2664,0.5,2014-11-18,2014-11-20
309,CA-2014-164224,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312,East,FUR-FU-10000308_0,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,149.232,3,3.7308,0.2,2014-05-18,2014-05-20
310,CA-2014-164721,LW-16825,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,FUR-FU-10001940_0,Furniture,Furnishings,Staple-based wall hangings,23.88,3,10.5072,0.0,2014-11-25,2014-11-27
311,CA-2014-164742,ML-17395,Marina Lichtenstein,Corporate,United States,Lakewood,New Jersey,8701,East,FUR-CH-10002880_0,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",245.98,2,27.0578,0.0,2014-10-13,2014-10-18
312,CA-2014-164973,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,FUR-CH-10002602_0,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,1,24.1568,0.1,2014-11-04,2014-11-09
313,CA-2014-165764,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540,South,FUR-FU-10001468_0,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,410.352,3,-51.294,0.2,2014-11-03,2014-11-07
314,CA-2014-165764,SH-20395,Shahid Hopkins,Consumer,United States,Jacksonville,North Carolina,28540,South,FUR-TA-10001768_0,Furniture,Tables,Hon Racetrack Conference Tables,945.036,6,-299.2614,0.4,2014-11-03,2014-11-07
315,CA-2014-166086,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,FUR-CH-10004675_0,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4,244.2496,0.0,2014-05-07,2014-05-12
316,CA-2014-166086,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841,East,FUR-TA-10003469_0,Furniture,Tables,Balt Split Level Computer Training Table,194.25,2,-38.85,0.3,2014-05-07,2014-05-12
317,CA-2014-166716,CR-12730,Craig Reiter,Consumer,United States,Chicago,Illinois,60610,Central,FUR-CH-10004495_0,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",421.372,2,-6.0196,0.3,2014-08-20,2014-08-25
318,CA-2014-166744,DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044,East,FUR-BO-10001337_0,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,362.94,3,36.294,0.0,2014-09-20,2014-09-24
319,CA-2014-166744,DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044,East,FUR-FU-10004952_0,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",164.22,3,50.9082,0.0,2014-09-20,2014-09-24
320,CA-2014-166863,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023,Central,FUR-BO-10001608_0,Furniture,Bookcases,"Hon Metal Bookcases, Black",193.0656,4,-19.8744,0.32,2014-06-20,2014-06-24
321,CA-2014-166884,CK-12205,Chloris Kastensmidt,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10003981_0,Furniture,Furnishings,Eldon Wave Desk Accessories,8.32,5,2.288,0.2,2014-03-11,2014-03-16
322,CA-2014-166891,CC-12220,Chris Cortes,Consumer,United States,New York City,New York,10024,East,FUR-CH-10003298_0,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5,-6.549,0.1,2014-10-04,2014-10-06
323,CA-2014-166954,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776,West,FUR-CH-10003973_0,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,1487.04,5,148.704,0.2,2014-04-25,2014-04-30
324,CA-2014-166954,BT-11305,Beth Thompson,Home Office,United States,San Gabriel,California,91776,West,FUR-FU-10003708_0,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",303.25,5,63.6825,0.0,2014-04-25,2014-04-30
325,CA-2014-166989,RM-19675,Robert Marley,Home Office,United States,New York City,New York,10011,East,FUR-CH-10001797_0,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",69.264,2,14.6224,0.1,2014-11-14,2014-11-18
326,CA-2014-167199,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,FUR-CH-10004063_0,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2573.82,9,746.4078,0.0,2014-01-06,2014-01-10
327,CA-2014-167486,JO-15145,Jack O'Briant,Corporate,United States,Buffalo,New York,14215,East,FUR-FU-10003268_0,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,199.9,5,39.98,0.0,2014-11-27,2014-12-01
328,CA-2014-167927,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,FUR-FU-10002268_0,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,4.8609,0.0,2014-01-20,2014-01-26
329,CA-2014-167927,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,FUR-FU-10002918_0,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,30.0234,0.0,2014-01-20,2014-01-26
330,CA-2014-167997,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,FUR-BO-10004409_0,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,39.7488,0.0,2014-01-26,2014-01-29
331,CA-2014-168130,BS-11365,Bill Shonely,Corporate,United States,New York City,New York,10011,East,FUR-CH-10000988_0,Furniture,Chairs,Hon Olson Stacker Stools,887.103,7,177.4206,0.1,2014-09-19,2014-09-19
332,CA-2014-168312,GW-14605,Giulietta Weimer,Consumer,United States,Houston,Texas,77036,Central,FUR-TA-10001866_0,Furniture,Tables,Bevis Round Conference Room Tables and Bases,376.509,3,-43.0296,0.3,2014-03-01,2014-03-07
333,CA-2014-168368,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,FUR-CH-10001146_0,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",60.89,1,15.2225,0.0,2014-02-11,2014-02-15
334,CA-2014-168368,GA-14725,Guy Armstrong,Consumer,United States,Columbia,Missouri,65203,Central,FUR-FU-10002298_0,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",332.94,3,53.2704,0.0,2014-02-11,2014-02-15
335,CA-2014-168494,NP-18700,Nora Preis,Consumer,United States,Fresno,California,93727,West,FUR-BO-10004467_0,Furniture,Bookcases,Bestar Classic Bookcase,254.9745,3,11.9988,0.15,2014-12-12,2014-12-14
336,CA-2014-168494,NP-18700,Nora Preis,Consumer,United States,Fresno,California,93727,West,FUR-TA-10003473_0,Furniture,Tables,Bretford Rectangular Conference Table Tops,3610.848,12,135.4068,0.2,2014-12-12,2014-12-14
337,CA-2014-168494,NP-18700,Nora Preis,Consumer,United States,Fresno,California,93727,West,FUR-TA-10004619_0,Furniture,Tables,Hon Non-Folding Utility Tables,764.688,6,95.586,0.2,2014-12-12,2014-12-14
338,CA-2014-169019,LF-17185,Luke Foster,Consumer,United States,San Antonio,Texas,78207,Central,FUR-FU-10004666_0,Furniture,Furnishings,DAX Clear Channel Poster Frame,17.496,3,-10.0602,0.6,2014-07-26,2014-07-30
339,CA-2014-169460,NF-18595,Nicole Fjeld,Home Office,United States,San Jose,California,95123,West,FUR-FU-10004017_1,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock",76.14,3,26.649,0.0,2014-04-19,2014-04-21
340,CA-2014-169684,FH-14365,Fred Hopkins,Corporate,United States,Knoxville,Tennessee,37918,South,FUR-TA-10003008_0,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,-147.8655,0.4,2014-10-20,2014-10-23
341,CA-2014-169775,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,FUR-TA-10001857_0,Furniture,Tables,Balt Solid Wood Rectangular Table,174.0585,3,-110.7645,0.45,2014-08-29,2014-09-02
342,CA-2014-169803,SC-20260,Scott Cohen,Corporate,United States,Seattle,Washington,98115,West,FUR-TA-10000688_0,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,111.1035,0.0,2014-04-06,2014-04-12
343,CA-2015-100146,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-BO-10004015_0,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",509.9575,5,41.9965,0.15,2015-05-14,2015-05-19
344,CA-2015-100146,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-CH-10003833_0,Furniture,Chairs,Novimex Fabric Task Chair,97.568,2,-6.098,0.2,2015-05-14,2015-05-19
345,CA-2015-100146,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-CH-10004495_0,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",722.352,3,81.2646,0.2,2015-05-14,2015-05-19
346,CA-2015-100146,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010,West,FUR-FU-10001979_0,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,122.91,3,34.4148,0.0,2015-05-14,2015-05-19
347,CA-2015-100454,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035,East,FUR-BO-10001519_0,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,186.048,4,9.3024,0.2,2015-11-20,2015-11-25
348,CA-2015-100657,SW-20245,Scot Wooten,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003535_0,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",109.764,2,8.5372,0.1,2015-11-02,2015-11-07
349,CA-2015-100818,JM-15265,Janet Molinari,Corporate,United States,Chicago,Illinois,60653,Central,FUR-FU-10002703_0,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",51.56,2,-61.872,0.6,2015-05-31,2015-06-05
350,CA-2015-101889,DB-13120,David Bremer,Corporate,United States,Marion,Ohio,43302,East,FUR-TA-10004154_0,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1548.99,9,-464.697,0.4,2015-12-27,2015-12-31
351,CA-2015-101910,CD-11920,Carlos Daly,Consumer,United States,Lake Elsinore,California,92530,West,FUR-CH-10002647_0,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,5,17.745,0.2,2015-11-27,2015-12-03
352,CA-2015-102281,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,FUR-BO-10002545_0,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,3,46.9764,0.2,2015-10-12,2015-10-14
353,CA-2015-102281,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,FUR-BO-10002613_0,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,4,112.392,0.2,2015-10-12,2015-10-14
354,CA-2015-102316,DH-13075,Dave Hallsten,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10003396_0,Furniture,Chairs,Global Deluxe Steno Chair,184.752,3,-20.7846,0.2,2015-03-01,2015-03-03
355,CA-2015-102582,NW-18400,Natalie Webber,Consumer,United States,Mobile,Alabama,36608,South,FUR-CH-10004853_0,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",1056.86,7,306.4894,0.0,2015-09-15,2015-09-19
356,CA-2015-102582,NW-18400,Natalie Webber,Consumer,United States,Mobile,Alabama,36608,South,FUR-TA-10003569_0,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,801.96,2,200.49,0.0,2015-09-15,2015-09-19
357,CA-2015-102778,JH-15820,John Huston,Consumer,United States,Monroe,North Carolina,28110,South,FUR-FU-10000087_0,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",18.176,1,4.7712,0.2,2015-11-21,2015-11-24
358,CA-2015-102848,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90036,West,FUR-CH-10000595_0,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,1,11.92,0.2,2015-11-07,2015-11-09
359,CA-2015-103135,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214,South,FUR-FU-10001487_0,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,6.0726,0.0,2015-07-24,2015-07-28
360,CA-2015-103835,SC-20440,Shaun Chance,Corporate,United States,Los Angeles,California,90032,West,FUR-FU-10000010_0,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",14.91,3,4.6221,0.0,2015-09-24,2015-09-28
361,CA-2015-103870,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-BO-10002853_0,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,131.104,2,8.194,0.2,2015-12-27,2015-12-31
363,CA-2015-103954,HR-14770,Hallie Redmond,Home Office,United States,Milwaukee,Wisconsin,53209,Central,FUR-BO-10004690_0,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687.4,5,48.118,0.0,2015-08-09,2015-08-13
364,CA-2015-104129,ES-14080,Erin Smith,Corporate,United States,Providence,Rhode Island,2908,East,FUR-TA-10004152_0,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",493.92,7,-28.224,0.3,2015-02-27,2015-03-02
365,CA-2015-104241,AG-10495,Andrew Gjertsen,Corporate,United States,Alexandria,Virginia,22304,South,FUR-FU-10001473_0,Furniture,Furnishings,DAX Wood Document Frame,192.22,14,69.1992,0.0,2015-01-04,2015-01-09
366,CA-2015-104346,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-BO-10003450_0,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",69.576,4,-143.7904,0.7,2015-12-11,2015-12-16
367,CA-2015-104346,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10001473_0,Furniture,Furnishings,DAX Wood Document Frame,54.92,5,10.984,0.2,2015-12-11,2015-12-16
368,CA-2015-104346,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10002456_0,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",52.416,9,15.0696,0.2,2015-12-11,2015-12-16
369,CA-2015-104346,IM-15070,Irene Maddox,Consumer,United States,Colorado Springs,Colorado,80906,West,FUR-TA-10000849_0,Furniture,Tables,Bevis Rectangular Conference Tables,364.95,5,-248.166,0.5,2015-12-11,2015-12-16
370,CA-2015-104626,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-CH-10003817_0,Furniture,Chairs,"Global Value Steno Chair, Gray",60.74,1,15.185,0.0,2015-09-01,2015-09-08
371,CA-2015-104626,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,FUR-FU-10000308_0,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36,2,27.3592,0.0,2015-09-01,2015-09-08
372,CA-2015-104871,DR-12940,Daniel Raglin,Home Office,United States,Normal,Illinois,61761,Central,FUR-CH-10003298_0,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,-110.0232,0.3,2015-03-30,2015-04-03
373,CA-2015-104948,KH-16510,Keith Herrera,Consumer,United States,San Bernardino,California,92404,West,FUR-BO-10004357_0,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,683.332,4,-40.196,0.15,2015-11-13,2015-11-17
374,CA-2015-105102,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,FUR-BO-10004709_0,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",46.384,1,1.1596,0.2,2015-09-15,2015-09-19
376,CA-2015-105599,MC-17275,Marc Crier,Consumer,United States,New York City,New York,10011,East,FUR-TA-10003837_0,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,27.414,3,-14.1639,0.4,2015-09-07,2015-09-07
377,CA-2015-105627,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,FUR-BO-10002916_0,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",512.94,3,97.4586,0.0,2015-03-08,2015-03-12
378,CA-2015-105627,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,FUR-CH-10002084_0,Furniture,Chairs,Hon Mobius Operator's Chair,860.93,7,189.4046,0.0,2015-03-08,2015-03-12
379,CA-2015-105627,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,FUR-FU-10000308_0,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,373.08,6,82.0776,0.0,2015-03-08,2015-03-12
380,CA-2015-105690,CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,77642,Central,FUR-BO-10003965_0,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,246.1328,2,-76.0116,0.32,2015-11-21,2015-11-26
381,CA-2015-105725,GT-14755,Guy Thornton,Consumer,United States,Long Beach,California,90805,West,FUR-TA-10001676_0,Furniture,Tables,Hon 61000 Series Interactive Training Tables,35.544,1,-0.8886,0.2,2015-02-18,2015-02-24
383,CA-2015-106257,EB-14110,Eugene Barchas,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10002530_0,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",241.568,2,-15.098,0.2,2015-04-13,2015-04-17
384,CA-2015-106320,EB-13870,Emily Burns,Consumer,United States,Orem,Utah,84057,West,FUR-TA-10000577_0,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,3,240.2649,0.0,2015-09-25,2015-09-30
385,CA-2015-107678,JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10001891_0,Furniture,Chairs,Global Deluxe Office Fabric Chairs,191.96,2,51.8292,0.0,2015-04-21,2015-04-28
386,CA-2015-107678,JK-16090,Juliana Krohn,Consumer,United States,Louisville,Kentucky,40214,South,FUR-FU-10003394_0,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",209.88,3,35.6796,0.0,2015-04-21,2015-04-28
387,CA-2015-107685,JM-15865,John Murray,Consumer,United States,Las Vegas,Nevada,89115,West,FUR-FU-10002813_0,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",80.96,4,29.1456,0.0,2015-11-30,2015-12-02
388,CA-2015-107937,JB-16045,Julia Barnett,Home Office,United States,Chula Vista,California,91911,West,FUR-FU-10002298_0,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",665.88,6,106.5408,0.0,2015-05-03,2015-05-08
389,CA-2015-108119,MS-17530,MaryBeth Skach,Consumer,United States,Conway,Arkansas,72032,South,FUR-TA-10002530_0,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",301.96,2,45.294,0.0,2015-11-01,2015-11-08
390,CA-2015-108259,NS-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,FUR-FU-10000023_0,Furniture,Furnishings,Eldon Wave Desk Accessories,4.712,1,1.4136,0.2,2015-11-08,2015-11-15
391,CA-2015-108665,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000965_0,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,3,63.8862,0.0,2015-07-06,2015-07-10
393,CA-2015-108672,FA-14230,Frank Atkinson,Corporate,United States,Los Angeles,California,90032,West,FUR-FU-10003799_0,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",106.68,6,33.0708,0.0,2015-09-10,2015-09-16
394,CA-2015-109386,RH-19600,Rob Haberlin,Consumer,United States,Hampton,Virginia,23666,South,FUR-FU-10000308_0,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,3,41.0388,0.0,2015-11-08,2015-11-13
395,CA-2015-109512,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,FUR-CH-10001146_0,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.607,7,63.9345,0.1,2015-03-05,2015-03-05
396,CA-2015-109862,HK-14890,Heather Kirkland,Corporate,United States,Newark,Delaware,19711,East,FUR-CH-10002439_0,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",291.1,5,75.686,0.0,2015-10-25,2015-10-30
397,CA-2015-110016,BT-11395,Bill Tyler,Corporate,United States,Detroit,Michigan,48227,Central,FUR-CH-10002880_0,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",1106.91,9,121.7601,0.0,2015-11-29,2015-12-04
398,CA-2015-110457,DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001768_0,Furniture,Tables,Hon Racetrack Conference Tables,787.53,3,165.3813,0.0,2015-03-02,2015-03-06
